"","phon","freq","freq_log10","nd","pp"
"793","B_AE_K_AH_P",0.730239357856718,0.238106186715963,0,0.00409194990185428
"794","B_AE_K_D_AO_R_S",0.730239357856718,0.238106186715963,0,0.00280431158783057
"795","B_AE_K_EY_K",0.730239357856718,0.238106186715963,0,0.00237022907454607
"796","B_AE_K_G_R_AW_N_D",2.92095743142687,0.593392127330361,0,0.00302899744167546
"797","B_AE_K_L_AA_G",0.730239357856718,0.238106186715963,0,0.00220111079127903
"798","B_AE_K_P_AA_K_AH_T",1.46047871571344,0.39101961253686,0,0.00375383047842131
"799","B_AE_K_P_AE_K",5.84191486285375,0.835177665753331,1,0.00216378657561066
"800","B_AE_K_P_AE_K_S",0.730239357856718,0.238106186715963,1,0.00280303917138733
"801","B_AE_K_S",4.38143614714031,0.730898191567095,14,0.00384901261426535
"802","B_AE_K_T_UW_DH_AH_F_Y_UW_CH_ER",0.730239357856718,0.238106186715963,0,0.00147428081351778
"803","B_AE_K_T_UW_F_R_AH_N_T",0.730239357856718,0.238106186715963,0,0.00563234353157833
"804","B_AE_K_W_ER_D",3.65119678928359,0.667564714633417,1,0.00231263102354875
"805","B_AE_K_W_ER_D_Z",66.4517815649614,1.82899342492881,1,0.00232630714398683
"806","B_AE_L_AH_N_S",24.8281381671284,1.41209310099,2,0.00736983603924472
"807","B_AE_L_AH_N_S_AH_Z",0.730239357856718,0.238106186715963,0,0.00686587833937617
"808","B_AE_L_AH_N_S_IH_NG",6.57215422071047,0.879219450579859,0,0.00887358991011731
"809","B_AE_L_AH_N_S_T",10.2233510099941,1.05012254567824,1,0.00864145133139059
"810","B_AE_L_ER_IY_N_AH",1.46047871571344,0.39101961253686,0,0.00225655987228332
"811","B_AE_L_EY",1.46047871571344,0.39101961253686,0,0.00222814257171763
"812","B_AE_L_EY_D_AE_N_S_ER",2.19071807357015,0.503888432365908,0,0.00322797913689448
"813","B_AE_L_EY_F_R_AA_K",1.46047871571344,0.39101961253686,0,0.00207129199873033
"814","B_AE_L_EY_SH_UW_Z",2.19071807357015,0.503888432365908,0,0.0015146939593396
"815","B_AE_L_K_AH_N_IY",3.65119678928359,0.667564714633417,0,0.00641019840836726
"816","B_AE_M_B_AE_M",1.46047871571344,0.39101961253686,0,0.00227100886789433
"817","B_AE_M_B_AE_M_B_AE_M",0.730239357856718,0.238106186715963,0,0.00221563047669244
"818","B_AE_M_B_IY",5.84191486285375,0.835177665753331,1,0.00220983391289546
"819","B_AE_M_B_UW",0.730239357856718,0.238106186715963,1,0.00169867595172509
"820","B_AE_N_D",16.7955052307045,1.25031032253331,11,0.00697095704755652
"821","B_AE_N_D_AH_T_S",0.730239357856718,0.238106186715963,0,0.0066129367616568
"822","B_AE_N_D_IH_JH",8.76287229428062,0.989577608449387,0,0.00511748927918457
"823","B_AE_N_D_Z",1.46047871571344,0.39101961253686,4,0.0058268897222117
"824","B_AE_N_ER",0.730239357856718,0.238106186715963,4,0.00419275356007983
"825","B_AE_N_IH_SH_T",0.730239357856718,0.238106186715963,1,0.00339124430452262
"826","B_AE_NG",164.303855517762,2.21828298309693,15,0.00210839404644829
"827","B_AE_NG_B_AE_NG_B_AE_NG",0.730239357856718,0.238106186715963,0,0.00164993533296876
"828","B_AE_NG_D",27.7490955985553,1.45862418701748,5,0.00144348576505311
"829","B_AE_NG_IH_NG",29.9398136721254,1.49051769393312,2,0.00648112384344414
"830","B_AE_NG_K",34.3212498192658,1.54803606240291,11,0.00239110612952219
"831","B_AE_NG_Z",3.65119678928359,0.667564714633417,6,0.00165593218453922
"832","B_AE_R_AH_L",4.38143614714031,0.730898191567095,2,0.00718477013655573
"833","B_AE_R_AH_L_Z",2.92095743142687,0.593392127330361,1,0.00642581614204465
"834","B_AE_R_IY_ER",3.65119678928359,0.667564714633417,2,0.00246756893245391
"835","B_AE_R_IY_ER_Z",10.9535903678508,1.07749836911267,1,0.00279688444592485
"836","B_AE_R_OW",5.84191486285375,0.835177665753331,4,0.00212955386063402
"837","B_AE_S_K",0.730239357856718,0.238106186715963,5,0.00309432828381937
"838","B_AE_S_K_AH_T",245.360424239857,2.39157094328666,2,0.00475629266483024
"839","B_AE_S_K_AH_T_S",8.0326329364239,0.955814361951159,2,0.00493117923597331
"840","B_AE_SH",59.1493879863942,1.77923121279832,13,0.00175932780218618
"841","B_AE_SH_IH_NG",13.8745477992776,1.17244377162656,2,0.00646394622146041
"842","B_AE_SH_T",8.76287229428062,0.989577608449387,3,0.00136421893329277
"843","B_AE_T",16.7955052307045,1.25031032253331,31,0.00290520949912599
"844","B_AE_T_AH_L",2.19071807357015,0.503888432365908,6,0.00795825795444071
"845","B_AE_T_B_AO_L",0.730239357856718,0.238106186715963,0,0.00191501502299681
"846","B_AE_T_ER",0.730239357856718,0.238106186715963,13,0.00428191696417648
"847","B_AE_T_ER_D",5.11167550499703,0.786160287627463,6,0.00385655285985492
"848","B_AE_T_ER_IH_NG",2.19071807357015,0.503888432365908,0,0.0070019097557017
"849","B_AE_T_ER_IY",10.9535903678508,1.07749836911267,4,0.00347723138016467
"850","B_AE_T_ER_IY_Z",28.479334956412,1.46951768176441,1,0.00382392244706606
"851","B_AE_T_ER_N",0.730239357856718,0.238106186715963,4,0.00347942276403914
"852","B_AE_T_M_AE_N",3.65119678928359,0.667564714633417,1,0.00358482125942083
"853","B_AE_T_M_AE_N_HH_EH_L_IH_K_AA_P_T_ER",2.19071807357015,0.503888432365908,0,0.00374163143823533
"854","B_AE_T_M_AE_N_S",0.730239357856718,0.238106186715963,1,0.00395005190516558
"855","B_AE_T_S",2.19071807357015,0.503888432365908,17,0.00387201036331354
"856","B_AE_TH",271.649041122699,2.43560397465863,12,0.00145239268015579
